Ruang 2,14:02:21,Ruang 1,A,Mismatch
Ruang 1,14:02:21,Ruang 1,A,Match
Ruang 1,14:02:21,Ruang 1,A,Match
Ruang 1,14:02:21,Ruang 1,A,Match
Ruang 1,14:02:21,Ruang 1,A,Match
Ruang 1,14:02:21,Ruang 1,A,Match
Ruang 1,14:02:22,Ruang 1,A,Match
Ruang 1,14:02:22,Ruang 1,A,Match
Ruang 1,14:02:22,Ruang 1,A,Match
Ruang 1,14:02:22,Ruang 1,A,Match
Ruang 1,14:02:22,Ruang 1,A,Match
Ruang 1,14:02:22,Ruang 1,A,Match
Ruang 1,14:02:22,Ruang 1,A,Match
Ruang 1,14:02:22,Ruang 1,A,Match
Ruang 1,14:02:22,Ruang 1,A,Match
Ruang 1,14:02:22,Ruang 1,A,Match
Ruang 1,14:02:22,Ruang 1,A,Match
Ruang 1,14:02:22,Ruang 1,A,Match
Ruang 1,14:02:22,Ruang 1,A,Match
Ruang 1,14:02:22,Ruang 1,A,Match
Ruang 1,14:02:22,Ruang 1,A,Match
Ruang 1,14:02:22,Ruang 1,A,Match
Ruang 1,14:02:22,Ruang 1,A,Match
Ruang 1,14:02:22,Ruang 1,A,Match
Ruang 1,14:02:22,Ruang 1,A,Match
Ruang 1,14:02:22,Ruang 1,A,Match
Ruang 1,14:02:22,Ruang 1,A,Match
Ruang 1,14:02:23,Ruang 1,A,Match
Ruang 1,14:02:23,Ruang 1,A,Match
Ruang 1,14:02:23,Ruang 1,A,Match
Ruang 1,14:02:23,Ruang 1,A,Match
Ruang 1,14:02:23,Ruang 1,A,Match
Ruang 1,14:02:23,Ruang 1,A,Match
Ruang 1,14:02:23,Ruang 1,A,Match
Ruang 1,14:02:23,Ruang 1,A,Match
Ruang 1,14:02:23,Ruang 1,A,Match
Ruang 1,14:02:23,Ruang 1,A,Match
Ruang 1,14:02:23,Ruang 1,A,Match
Ruang 1,14:02:23,Ruang 1,A,Match
Ruang 1,14:02:23,Ruang 1,A,Match
Ruang 1,14:02:23,Ruang 1,A,Match
Ruang 1,14:02:23,Ruang 1,A,Match
Ruang 1,14:02:23,Ruang 1,A,Match
Ruang 1,14:02:23,Ruang 1,A,Match
Ruang 1,14:02:23,Ruang 1,A,Match
Ruang 1,14:02:23,Ruang 1,A,Match
Ruang 1,14:02:23,Ruang 1,A,Match
Ruang 1,14:02:24,Ruang 1,A,Match
Ruang 1,14:02:24,Ruang 1,A,Match
Ruang 1,14:02:24,Ruang 1,A,Match
Ruang 1,14:02:24,Ruang 1,A,Match
Ruang 1,14:02:24,Ruang 1,A,Match
Ruang 1,14:02:24,Ruang 1,A,Match
Ruang 1,14:02:24,Ruang 1,A,Match
Ruang 1,14:02:24,Ruang 1,A,Match
Ruang 1,14:02:24,Ruang 1,A,Match
Ruang 1,14:02:24,Ruang 1,A,Match
Ruang 1,14:02:24,Ruang 1,A,Match
Ruang 1,14:02:24,Ruang 1,A,Match
Ruang 1,14:02:24,Ruang 1,A,Match
Ruang 1,14:02:24,Ruang 1,A,Match
Ruang 1,14:02:24,Ruang 1,A,Match
Ruang 1,14:02:24,Ruang 1,A,Match
Ruang 1,14:02:25,Ruang 1,A,Match
Ruang 1,14:02:25,Ruang 1,A,Match
Ruang 1,14:02:25,Ruang 1,A,Match
Ruang 1,14:02:25,Ruang 1,A,Match
Ruang 1,14:02:25,Ruang 1,A,Match
Ruang 1,14:02:25,Ruang 1,A,Match
Ruang 1,14:02:25,Ruang 1,A,Match
Ruang 1,14:02:25,Ruang 1,A,Match
Ruang 1,14:02:25,Ruang 1,A,Match
Ruang 1,14:02:25,Ruang 1,A,Match
Ruang 1,14:02:26,Ruang 1,A,Match
Ruang 1,14:02:26,Ruang 1,A,Match
Ruang 1,14:02:26,Ruang 1,A,Match
Ruang 1,14:02:26,Ruang 1,A,Match
Ruang 1,14:02:26,Ruang 1,A,Match
Ruang 1,14:02:26,Ruang 1,A,Match
Ruang 1,14:02:26,Ruang 1,A,Match
Ruang 1,14:02:26,Ruang 1,A,Match
Ruang 1,14:02:26,Ruang 1,A,Match
Ruang 1,14:02:26,Ruang 1,A,Match
Ruang 1,14:02:27,Ruang 1,A,Match
Ruang 1,14:02:27,Ruang 1,A,Match
Ruang 1,14:02:27,Ruang 1,A,Match
Ruang 1,14:02:27,Ruang 1,A,Match
Lorong,14:02:27,Ruang 1,A,Mismatch
Ruang 1,14:02:27,Ruang 1,A,Match
Ruang 1,14:02:27,Ruang 1,A,Match
Ruang 1,14:02:28,Ruang 1,A,Match
Ruang 1,14:02:28,Ruang 1,A,Match
Ruang 1,14:02:28,Ruang 1,A,Match
Ruang 1,14:02:28,Ruang 1,A,Match
Ruang 1,14:02:28,Ruang 1,A,Match
Ruang 1,14:02:28,Ruang 1,A,Match
Ruang 1,14:02:28,Ruang 1,A,Match
Ruang 1,14:02:28,Ruang 1,A,Match
Ruang 1,14:02:28,Ruang 1,A,Match
Ruang 1,14:02:28,Ruang 1,A,Match
Ruang 1,14:02:28,Ruang 1,A,Match
Ruang 1,14:02:29,Ruang 1,A,Match
Ruang 1,14:02:29,Ruang 1,A,Match
Ruang 1,14:02:29,Ruang 1,A,Match
Ruang 1,14:02:29,Ruang 1,A,Match
Ruang 1,14:02:29,Ruang 1,A,Match
Ruang 1,14:02:29,Ruang 1,A,Match
Ruang 1,14:02:29,Ruang 1,A,Match
Ruang 1,14:02:29,Ruang 1,A,Match
Ruang 1,14:02:29,Ruang 1,A,Match
Ruang 1,14:02:29,Ruang 1,A,Match
Ruang 1,14:02:29,Ruang 1,A,Match
Ruang 1,14:02:29,Ruang 1,A,Match
Ruang 1,14:02:29,Ruang 1,A,Match
Ruang 1,14:02:29,Ruang 1,A,Match
Ruang 1,14:02:30,Ruang 1,A,Match
Ruang 1,14:02:30,Ruang 1,A,Match
Ruang 1,14:02:30,Ruang 1,A,Match
Ruang 1,14:02:30,Ruang 1,A,Match
Ruang 1,14:02:30,Ruang 1,A,Match
Ruang 1,14:02:30,Ruang 1,A,Match
Ruang 1,14:02:30,Ruang 1,A,Match
Ruang 1,14:02:30,Ruang 1,A,Match
Ruang 1,14:02:30,Ruang 1,A,Match
Ruang 1,14:02:30,Ruang 1,A,Match
Ruang 2,14:02:30,Ruang 1,A,Mismatch
Ruang 1,14:02:30,Ruang 1,A,Match
Ruang 1,14:02:30,Ruang 1,A,Match
Ruang 1,14:02:30,Ruang 1,A,Match
Ruang 1,14:02:30,Ruang 1,A,Match
Ruang 1,14:02:30,Ruang 1,A,Match
Ruang 1,14:02:30,Ruang 1,A,Match
Ruang 1,14:02:30,Ruang 1,A,Match
Ruang 1,14:02:30,Ruang 1,A,Match
Ruang 1,14:02:30,Ruang 1,A,Match
Ruang 1,14:02:30,Ruang 1,A,Match
Ruang 1,14:02:31,Ruang 1,A,Match
Ruang 1,14:02:31,Ruang 1,A,Match
Ruang 1,14:02:31,Ruang 1,A,Match
Ruang 1,14:02:31,Ruang 1,A,Match
Ruang 1,14:02:31,Ruang 1,A,Match
Ruang 1,14:02:31,Ruang 1,A,Match
Ruang 1,14:02:31,Ruang 1,A,Match
Ruang 1,14:02:31,Ruang 1,A,Match
Ruang 1,14:02:31,Ruang 1,A,Match
Ruang 1,14:02:31,Ruang 1,A,Match
Ruang 1,14:02:31,Ruang 1,A,Match
Ruang 1,14:02:31,Ruang 1,A,Match
Ruang 1,14:02:31,Ruang 1,A,Match
Ruang 1,14:02:31,Ruang 1,A,Match
Ruang 1,14:02:31,Ruang 1,A,Match
Ruang 1,14:02:31,Ruang 1,A,Match
Ruang 1,14:02:31,Ruang 1,A,Match
Ruang 1,14:02:31,Ruang 1,A,Match
Ruang 1,14:02:32,Ruang 1,A,Match
Ruang 1,14:02:32,Ruang 1,A,Match
Ruang 1,14:02:32,Ruang 1,A,Match
