Ruang 1,21:39:59,-76,-94,-120,-120,-120
Ruang 1,21:40:00,-81,-93,-120,-120,-120
Ruang 1,21:40:02,-80,-93,-120,-120,-120
Ruang 1,21:40:03,-84,-96,-120,-120,-120
Ruang 1,21:40:04,-73,-88,-88,-120,-120
Ruang 1,21:40:05,-73,-120,-88,-120,-120
Ruang 1,21:40:06,-72,-85,-120,-120,-94
Ruang 1,21:40:07,-80,-89,-120,-120,-120
Ruang 1,21:40:08,-87,-86,-120,-120,-91
Ruang 1,21:40:09,-83,-90,-120,-120,-120
Ruang 1,21:40:11,-74,-80,-91,-120,-120
Ruang 1,21:40:12,-76,-76,-91,-120,-120
Ruang 1,21:40:13,-76,-85,-120,-120,-93
Ruang 1,21:40:14,-88,-87,-93,-120,-95
Ruang 1,21:40:16,-77,-87,-92,-120,-92
Ruang 1,21:40:17,-84,-85,-91,-96,-120
Ruang 1,21:40:18,-84,-83,-88,-120,-120
Ruang 1,21:40:19,-86,-81,-120,-91,-120
Ruang 1,21:40:20,-120,-88,-120,-120,-120
Ruang 1,21:40:23,-120,-93,-120,-120,-120
Ruang 1,21:40:24,-92,-84,-120,-120,-120
Ruang 1,21:40:29,-120,-88,-120,-120,-120
Ruang 1,21:40:30,-91,-95,-90,-90,-120
Ruang 1,21:40:31,-89,-120,-95,-94,-120
Ruang 1,21:40:32,-120,-93,-120,-120,-120
Ruang 1,21:40:34,-87,-120,-120,-120,-120
Ruang 1,21:40:35,-82,-120,-120,-120,-120
Ruang 1,21:40:36,-84,-93,-96,-120,-120
Ruang 1,21:40:37,-75,-91,-92,-120,-120
Ruang 1,21:40:38,-83,-92,-120,-120,-120
Ruang 1,21:40:39,-85,-95,-120,-120,-120
Ruang 1,21:40:41,-120,-84,-120,-120,-120
Ruang 1,21:40:42,-120,-88,-120,-120,-120
Ruang 1,21:40:43,-92,-83,-120,-120,-120
Ruang 1,21:40:44,-91,-94,-120,-120,-95
Ruang 1,21:40:45,-89,-84,-120,-120,-120
Ruang 1,21:40:47,-120,-90,-120,-120,-120
Ruang 1,21:40:48,-90,-88,-88,-120,-95
Ruang 1,21:40:49,-120,-92,-120,-120,-120
Ruang 1,21:40:50,-97,-120,-92,-120,-120
Ruang 1,21:40:51,-120,-89,-88,-120,-120
Ruang 1,21:40:52,-89,-99,-89,-120,-120
Ruang 1,21:40:53,-94,-91,-92,-120,-120
Ruang 1,21:40:55,-91,-95,-120,-120,-120
Ruang 1,21:40:56,-89,-90,-91,-120,-120
Ruang 1,21:40:57,-76,-86,-120,-120,-120
Ruang 1,21:40:57,-76,-95,-120,-120,-120
Ruang 1,21:40:58,-86,-120,-120,-120,-120
Ruang 1,21:40:59,-93,-86,-95,-120,-120
Ruang 1,21:40:59,-93,-85,-95,-120,-120
Ruang 1,21:41:01,-89,-95,-90,-120,-95
Ruang 1,21:41:02,-90,-88,-88,-120,-120
Ruang 1,21:41:03,-95,-87,-93,-120,-99
Ruang 1,21:41:04,-92,-120,-120,-120,-120
Ruang 1,21:41:05,-120,-98,-120,-120,-120
Ruang 1,21:41:07,-120,-120,-85,-120,-120
Ruang 1,21:41:08,-120,-94,-120,-120,-120
Ruang 1,21:41:10,-83,-120,-120,-120,-120
Ruang 1,21:41:11,-83,-87,-120,-120,-120
Ruang 1,21:41:12,-86,-90,-120,-120,-120
Ruang 1,21:41:13,-94,-120,-120,-120,-120
Ruang 1,21:41:14,-91,-87,-120,-120,-120
Ruang 1,21:41:16,-90,-84,-120,-120,-120
Ruang 1,21:41:16,-90,-84,-120,-120,-120
Ruang 1,21:41:16,-92,-85,-92,-120,-120
Ruang 1,21:41:17,-92,-89,-93,-120,-120
Ruang 1,21:41:18,-93,-90,-89,-120,-120
Ruang 1,21:41:19,-91,-87,-120,-120,-120
Ruang 1,21:41:21,-120,-91,-120,-120,-120
Ruang 1,21:41:22,-120,-94,-120,-120,-120
Ruang 1,21:41:23,-94,-86,-120,-120,-120
Ruang 1,21:41:24,-87,-90,-120,-120,-120
Ruang 1,21:41:25,-89,-93,-120,-120,-120
Ruang 1,21:41:27,-87,-86,-120,-120,-120
Ruang 1,21:41:28,-91,-120,-120,-120,-120
Ruang 1,21:41:29,-85,-120,-120,-120,-120
Ruang 1,21:41:30,-93,-120,-120,-120,-120
Ruang 1,21:41:32,-94,-93,-120,-120,-120
Ruang 1,21:41:32,-94,-91,-120,-120,-120
Ruang 1,21:41:33,-94,-91,-95,-120,-92
Ruang 1,21:41:34,-96,-97,-94,-120,-120
Ruang 1,21:41:36,-92,-90,-120,-120,-120
Ruang 1,21:41:37,-120,-88,-120,-120,-120
Ruang 1,21:41:38,-90,-87,-90,-120,-120
Ruang 1,21:41:39,-94,-90,-91,-120,-120
Ruang 1,21:41:40,-94,-92,-120,-120,-120
Ruang 1,21:41:42,-97,-90,-120,-120,-120
Ruang 1,21:41:43,-120,-87,-120,-120,-120
Ruang 1,21:41:44,-91,-120,-120,-120,-120
Ruang 1,21:41:45,-93,-85,-120,-120,-120
Ruang 1,21:41:46,-89,-89,-120,-120,-120
Ruang 1,21:41:47,-88,-97,-120,-120,-120
Ruang 2,21:42:42,-120,-120,-90,-120,-120
Ruang 2,21:42:43,-120,-94,-80,-89,-120
Ruang 2,21:42:44,-120,-95,-73,-77,-120
Ruang 2,21:42:45,-120,-93,-77,-81,-97
Ruang 2,21:42:46,-95,-88,-74,-81,-92
Ruang 2,21:42:46,-95,-88,-74,-85,-92
Ruang 2,21:42:46,-95,-88,-80,-85,-92
Ruang 2,21:42:46,-89,-92,-73,-82,-95
Ruang 2,21:42:46,-93,-92,-73,-82,-95
Ruang 2,21:42:48,-120,-92,-76,-90,-120
Ruang 2,21:42:49,-120,-120,-74,-85,-92
Ruang 2,21:42:50,-120,-120,-74,-85,-90
Ruang 2,21:42:51,-120,-120,-79,-81,-120
Ruang 2,21:42:52,-120,-94,-71,-79,-120
Ruang 2,21:42:54,-120,-93,-76,-120,-120
Ruang 2,21:42:54,-92,-95,-75,-86,-120
Ruang 2,21:42:56,-120,-120,-77,-86,-120
Ruang 2,21:42:56,-120,-120,-77,-86,-120
Ruang 2,21:42:57,-120,-120,-90,-81,-120
Ruang 2,21:42:58,-120,-120,-77,-92,-120
Ruang 2,21:42:59,-120,-120,-74,-120,-120
Ruang 2,21:43:00,-120,-120,-81,-81,-120
Ruang 2,21:43:01,-120,-120,-82,-81,-120
Ruang 2,21:43:02,-120,-120,-80,-120,-120
Ruang 2,21:43:03,-120,-120,-120,-83,-120
Ruang 2,21:43:04,-120,-120,-90,-82,-120
Ruang 2,21:43:05,-120,-120,-80,-84,-120
Ruang 2,21:43:06,-120,-120,-75,-81,-96
Ruang 2,21:43:08,-120,-120,-74,-90,-120
Ruang 2,21:43:09,-120,-120,-71,-81,-99
Ruang 2,21:43:10,-120,-120,-69,-81,-94
Ruang 2,21:43:11,-120,-120,-71,-83,-120
Ruang 2,21:43:12,-120,-96,-76,-83,-95
Ruang 2,21:43:13,-120,-120,-81,-89,-89
Ruang 2,21:43:14,-120,-96,-82,-85,-91
Ruang 2,21:43:16,-120,-98,-81,-75,-120
Ruang 2,21:43:17,-120,-120,-79,-75,-89
Ruang 2,21:43:18,-120,-96,-79,-75,-120
Ruang 2,21:43:19,-120,-120,-79,-120,-120
Ruang 2,21:43:19,-120,-120,-79,-75,-120
Ruang 2,21:43:20,-120,-120,-79,-88,-120
Ruang 2,21:43:21,-120,-120,-120,-87,-120
Ruang 2,21:43:23,-120,-120,-120,-83,-90
Ruang 2,21:43:24,-120,-120,-70,-82,-95
Ruang 2,21:43:25,-120,-120,-65,-120,-93
Ruang 2,21:43:25,-120,-120,-65,-77,-93
Ruang 2,21:43:26,-120,-120,-74,-78,-93
Ruang 2,21:43:28,-120,-120,-73,-83,-96
Ruang 2,21:43:29,-120,-120,-85,-83,-120
Ruang 2,21:43:30,-120,-93,-80,-90,-92
Ruang 2,21:43:31,-95,-93,-76,-84,-120
Ruang 2,21:43:32,-120,-120,-74,-90,-96
Ruang 2,21:43:32,-120,-120,-83,-90,-96
Ruang 2,21:43:33,-120,-93,-73,-82,-120
Ruang 2,21:43:34,-92,-120,-120,-89,-120
Ruang 2,21:43:35,-90,-120,-89,-86,-96
Ruang 2,21:43:36,-120,-90,-65,-95,-120
Ruang 2,21:43:37,-120,-93,-73,-87,-120
Ruang 2,21:43:38,-120,-120,-67,-120,-120
Ruang 2,21:43:40,-120,-93,-80,-77,-120
Ruang 2,21:43:41,-120,-120,-120,-92,-120
Ruang 2,21:43:42,-120,-94,-80,-96,-93
Ruang 2,21:43:42,-120,-94,-85,-96,-93
Ruang 2,21:43:43,-120,-120,-82,-87,-120
Ruang 2,21:43:44,-120,-120,-79,-90,-120
Ruang 2,21:43:46,-120,-89,-82,-90,-94
Ruang 2,21:43:46,-91,-85,-78,-87,-92
Ruang 2,21:43:47,-120,-89,-86,-84,-120
Ruang 2,21:43:48,-95,-91,-120,-84,-120
Ruang 2,21:43:50,-120,-95,-78,-120,-93
Ruang 2,21:43:51,-120,-94,-78,-120,-120
Ruang 2,21:43:52,-120,-95,-78,-88,-120
Ruang 2,21:43:53,-120,-93,-90,-90,-120
Ruang 2,21:43:54,-120,-90,-84,-120,-120
Ruang 2,21:43:56,-120,-120,-91,-94,-120
Ruang 2,21:43:57,-120,-120,-87,-120,-120
Ruang 2,21:43:58,-120,-120,-87,-97,-120
Ruang 2,21:43:59,-89,-120,-77,-120,-94
Ruang 2,21:44:00,-120,-120,-82,-120,-120
Ruang 2,21:44:02,-120,-94,-82,-84,-120
Ruang 2,21:44:03,-120,-120,-76,-87,-120
Ruang 2,21:44:04,-93,-120,-85,-86,-94
Ruang 2,21:44:04,-93,-120,-81,-86,-94
Ruang 2,21:44:05,-120,-120,-81,-82,-92
Ruang 2,21:44:06,-120,-120,-79,-91,-120
Ruang 2,21:44:07,-120,-120,-82,-86,-120
Ruang 2,21:44:08,-120,-120,-83,-84,-120
Ruang 2,21:44:10,-91,-120,-84,-83,-120
Ruang 2,21:44:11,-120,-120,-120,-81,-120
Ruang 2,21:44:12,-120,-120,-81,-120,-120
Ruang 2,21:44:13,-120,-120,-90,-87,-120
Ruang 2,21:44:14,-120,-100,-80,-86,-120
Ruang 2,21:44:15,-120,-120,-83,-96,-95
Ruang 2,21:44:16,-120,-94,-76,-92,-120
Ruang 2,21:44:17,-120,-120,-120,-91,-120
Ruang 2,21:44:17,-120,-120,-78,-91,-120
Ruang 2,21:44:18,-120,-120,-81,-100,-91
Ruang 2,21:44:19,-96,-86,-81,-91,-92
Ruang 2,21:44:19,-88,-89,-83,-91,-86
Ruang 2,21:44:19,-89,-91,-76,-82,-86
Ruang 2,21:44:20,-92,-88,-72,-82,-84
Ruang 2,21:44:20,-91,-87,-72,-87,-84
Ruang 2,21:44:20,-98,-99,-79,-90,-95
Ruang 2,21:44:21,-95,-96,-83,-91,-120
Ruang 2,21:44:22,-93,-93,-87,-82,-93
Ruang 2,21:44:22,-92,-93,-83,-88,-93
Ruang 2,21:44:23,-120,-97,-72,-79,-88
Ruang 2,21:44:25,-120,-120,-89,-83,-120
Ruang 2,21:44:26,-120,-120,-76,-89,-120
Ruang 2,21:44:27,-120,-120,-120,-84,-120
Ruang 2,21:44:28,-120,-120,-79,-80,-95
Ruang 2,21:44:28,-120,-120,-79,-83,-95
Ruang 2,21:44:30,-120,-120,-120,-84,-120
Ruang 2,21:44:31,-120,-96,-83,-90,-120
Ruang 2,21:44:31,-95,-88,-72,-91,-95
Ruang 2,21:44:32,-94,-91,-74,-81,-120
Ruang 2,21:44:32,-94,-90,-79,-79,-92
Ruang 2,21:44:33,-89,-94,-78,-82,-95
Ruang 2,21:44:33,-92,-94,-72,-98,-98
Ruang 2,21:44:34,-93,-92,-81,-92,-97
Ruang 2,21:44:34,-91,-89,-72,-86,-92
Ruang 2,21:44:35,-120,-93,-77,-78,-95
Ruang 2,21:44:36,-120,-120,-74,-87,-120
Ruang 2,21:44:37,-120,-120,-81,-83,-120
Ruang 2,21:44:38,-120,-120,-75,-92,-120
Ruang 2,21:44:40,-120,-93,-72,-89,-120
Ruang 2,21:44:40,-92,-91,-74,-88,-93
Ruang 2,21:44:41,-96,-92,-80,-92,-120
Ruang 2,21:44:42,-120,-94,-82,-94,-94
Ruang 2,21:44:44,-120,-94,-79,-92,-120
Ruang 2,21:44:44,-93,-120,-80,-85,-120
Ruang 2,21:44:45,-120,-91,-82,-98,-120
Ruang 2,21:44:47,-120,-120,-75,-87,-120
Ruang 2,21:44:48,-120,-120,-79,-87,-120
Ruang 2,21:44:49,-120,-120,-73,-85,-120
Ruang 2,21:44:50,-120,-120,-86,-92,-120
Ruang 2,21:44:51,-120,-120,-80,-83,-120
Ruang 2,21:44:53,-120,-120,-85,-94,-120
Ruang 2,21:44:54,-120,-120,-81,-87,-120
Ruang 2,21:44:55,-120,-120,-80,-95,-120
Ruang 2,21:44:56,-120,-93,-120,-89,-120
Ruang 2,21:44:57,-120,-120,-82,-89,-120
Ruang 2,21:44:58,-120,-120,-89,-94,-120
Ruang 2,21:45:00,-120,-120,-84,-91,-120
Ruang 2,21:45:00,-120,-120,-83,-91,-120
Ruang 2,21:45:01,-120,-120,-82,-92,-120
Ruang 2,21:45:02,-120,-120,-85,-92,-120
Ruang 2,21:45:03,-120,-120,-80,-120,-120
Ruang 2,21:45:05,-120,-120,-90,-85,-120
Ruang 2,21:45:06,-120,-120,-86,-93,-120
Ruang 2,21:45:06,-120,-120,-85,-93,-120
Ruang 2,21:45:07,-120,-120,-91,-96,-120
Ruang 2,21:45:08,-120,-94,-83,-82,-120
Ruang 2,21:45:08,-120,-94,-83,-85,-120
Ruang 2,21:45:09,-120,-120,-82,-94,-95
Ruang 2,21:45:10,-96,-120,-82,-82,-93
Ruang 2,21:45:11,-120,-120,-81,-94,-97
Ruang 2,21:45:11,-120,-120,-91,-94,-97
Ruang 2,21:45:12,-120,-120,-82,-91,-120
Ruang 2,21:45:13,-120,-120,-80,-94,-120
Ruang 2,21:45:14,-120,-94,-120,-120,-120
Ruang 2,21:45:15,-120,-120,-120,-93,-120
Ruang 2,21:45:17,-120,-120,-120,-88,-120
Ruang 2,21:45:18,-120,-120,-88,-92,-120
Ruang 2,21:45:19,-120,-120,-120,-94,-120
Ruang 2,21:45:20,-120,-120,-87,-90,-120
Ruang 2,21:45:21,-120,-120,-83,-120,-120
Ruang 2,21:45:22,-120,-120,-120,-90,-120
Ruang 2,21:45:24,-120,-120,-83,-90,-120
Ruang 2,21:45:24,-120,-120,-81,-90,-120
Ruang 2,21:45:25,-120,-120,-89,-120,-120
Ruang 2,21:45:26,-120,-95,-120,-92,-99
Ruang 2,21:45:27,-120,-120,-87,-94,-120
Ruang 2,21:45:28,-120,-120,-90,-96,-120
Ruang 2,21:45:29,-120,-120,-87,-95,-120
Ruang 2,21:45:30,-120,-120,-84,-120,-120
Ruang 2,21:45:32,-120,-120,-81,-83,-120
Ruang 2,21:45:32,-120,-120,-81,-120,-120
Ruang 2,21:45:33,-120,-120,-89,-91,-120
Ruang 2,21:45:34,-120,-120,-90,-120,-120
Ruang 2,21:45:36,-120,-120,-120,-88,-120
Ruang 2,21:45:37,-120,-120,-120,-93,-120
Ruang 2,21:45:38,-120,-120,-120,-91,-120
Ruang 2,21:45:39,-120,-120,-84,-94,-120
Ruang 2,21:45:40,-120,-120,-120,-91,-120
Ruang 2,21:45:41,-120,-120,-91,-90,-120
Ruang 2,21:45:41,-120,-120,-85,-90,-120
Ruang 2,21:45:42,-120,-120,-120,-91,-120
Ruang 2,21:45:43,-120,-120,-82,-91,-120
Ruang 2,21:45:45,-120,-120,-81,-87,-120
Ruang 2,21:45:46,-120,-120,-82,-91,-120
Ruang 2,21:45:47,-120,-120,-79,-95,-120
Ruang 2,21:45:48,-120,-120,-88,-120,-120
Ruang 2,21:45:49,-120,-120,-90,-91,-120
Ruang 2,21:45:50,-120,-120,-89,-93,-120
Ruang 2,21:45:51,-120,-120,-91,-120,-120
Lorong,21:47:17,-120,-120,-120,-120,-77
Lorong,21:47:18,-120,-120,-91,-94,-75
Lorong,21:47:18,-94,-93,-91,-97,-80
Lorong,21:47:18,-94,-93,-91,-97,-94
Lorong,21:47:20,-120,-120,-91,-120,-81
Lorong,21:47:20,-92,-120,-90,-120,-91
Lorong,21:47:22,-120,-120,-93,-90,-97
Lorong,21:47:23,-120,-120,-84,-96,-92
Lorong,21:47:24,-120,-120,-89,-94,-93
Lorong,21:47:26,-120,-120,-91,-120,-89
Lorong,21:47:27,-120,-120,-89,-120,-87
Lorong,21:47:28,-120,-120,-120,-120,-80
Lorong,21:47:29,-120,-120,-120,-120,-81
Lorong,21:47:30,-120,-120,-120,-120,-81
Lorong,21:47:32,-120,-120,-120,-120,-94
Lorong,21:47:33,-120,-85,-120,-120,-93
Lorong,21:47:34,-120,-88,-120,-120,-95
Lorong,21:47:35,-93,-96,-120,-120,-120
Lorong,21:47:36,-93,-90,-120,-120,-120
Lorong,21:47:37,-120,-89,-120,-120,-120
Lorong,21:47:39,-120,-85,-120,-120,-120
Lorong,21:47:40,-120,-94,-120,-120,-120
Lorong,21:47:41,-88,-82,-90,-120,-120
Lorong,21:47:42,-92,-93,-120,-120,-91
Lorong,21:47:43,-120,-83,-120,-120,-120
Lorong,21:47:44,-120,-84,-120,-120,-92
Lorong,21:47:46,-120,-94,-120,-120,-84
Lorong,21:47:47,-120,-120,-120,-120,-90
Lorong,21:47:48,-120,-120,-85,-90,-85
Lorong,21:47:48,-120,-97,-89,-95,-86
Lorong,21:47:49,-120,-120,-90,-95,-86
Lorong,21:47:51,-120,-91,-90,-98,-89
Lorong,21:47:52,-120,-91,-91,-120,-84
Lorong,21:47:52,-120,-91,-91,-120,-92
Lorong,21:47:52,-120,-120,-91,-120,-92
Lorong,21:47:53,-95,-92,-91,-120,-87
Lorong,21:47:54,-120,-120,-87,-91,-120
Lorong,21:47:55,-120,-120,-120,-120,-91
Lorong,21:47:57,-120,-97,-89,-120,-85
Lorong,21:47:57,-120,-97,-89,-120,-85
Lorong,21:47:58,-120,-120,-92,-120,-86
Lorong,21:47:59,-120,-91,-120,-120,-90
Lorong,21:48:00,-120,-120,-120,-120,-91
Lorong,21:48:02,-120,-120,-120,-120,-84
Lorong,21:48:03,-120,-88,-120,-120,-91
Lorong,21:48:04,-96,-95,-120,-120,-90
Lorong,21:48:05,-120,-95,-120,-120,-120
Lorong,21:48:06,-95,-85,-120,-120,-90
Lorong,21:48:08,-120,-85,-120,-120,-88
Lorong,21:48:09,-120,-85,-120,-120,-88
Lorong,21:48:10,-120,-120,-120,-120,-87
Lorong,21:48:12,-120,-120,-91,-120,-81
Lorong,21:48:13,-120,-120,-92,-120,-120
Lorong,21:48:15,-120,-120,-120,-120,-88
Lorong,21:48:16,-120,-120,-87,-94,-120
Lorong,21:48:17,-120,-120,-91,-94,-95
Lorong,21:48:18,-120,-120,-120,-120,-92
Lorong,21:48:20,-120,-120,-120,-120,-86
Lorong,21:48:21,-120,-120,-120,-120,-78
Lorong,21:48:22,-120,-120,-120,-120,-79
Lorong,21:48:23,-120,-120,-120,-120,-87
Lorong,21:48:25,-120,-120,-120,-96,-93
Lorong,21:48:26,-120,-120,-120,-120,-79
Lorong,21:48:27,-120,-94,-120,-120,-93
Lorong,21:48:28,-120,-91,-120,-120,-95
Lorong,21:48:29,-120,-90,-120,-120,-94
Lorong,21:48:31,-120,-95,-120,-120,-96
Lorong,21:48:32,-120,-88,-120,-120,-96
Lorong,21:48:33,-120,-95,-120,-120,-92
Lorong,21:48:34,-120,-88,-120,-120,-120
Lorong,21:48:36,-120,-120,-120,-120,-90
Lorong,21:48:37,-120,-120,-120,-120,-83
Lorong,21:48:37,-120,-120,-91,-120,-89
Lorong,21:48:39,-120,-120,-120,-120,-85
Lorong,21:48:39,-120,-120,-90,-120,-120
Lorong,21:48:40,-120,-96,-86,-92,-82
Lorong,21:48:42,-120,-120,-91,-120,-86
Lorong,21:48:43,-120,-120,-92,-120,-90
Lorong,21:48:44,-120,-120,-87,-94,-81
Lorong,21:48:45,-120,-120,-88,-94,-92
Lorong,21:48:46,-120,-94,-96,-120,-94
Lorong,21:48:47,-120,-120,-92,-120,-92
Lorong,21:48:48,-120,-120,-120,-120,-92
Lorong,21:48:49,-120,-120,-120,-120,-92
Lorong,21:48:51,-120,-120,-120,-120,-79
Lorong,21:48:51,-120,-120,-120,-120,-88
Lorong,21:48:52,-120,-120,-120,-120,-88
Lorong,21:48:53,-92,-120,-120,-120,-120
Lorong,21:48:54,-120,-120,-91,-120,-92
Lorong,21:48:56,-120,-93,-90,-120,-92
Lorong,21:48:57,-120,-86,-120,-120,-90
Lorong,21:48:58,-90,-89,-120,-120,-92
Lorong,21:48:59,-92,-91,-91,-120,-92
Lorong,21:49:01,-120,-96,-120,-120,-120
Lorong,21:49:02,-92,-92,-120,-94,-88
Lorong,21:49:04,-120,-120,-120,-120,-84
Lorong,21:49:04,-120,-120,-120,-120,-84
Lorong,21:49:06,-95,-95,-93,-120,-86
Lorong,21:49:06,-95,-95,-93,-120,-88
Lorong,21:49:07,-92,-120,-79,-94,-85
Lorong,21:49:07,-91,-91,-92,-90,-84
Lorong,21:49:08,-120,-120,-120,-94,-96
Lorong,21:49:09,-120,-120,-92,-95,-92
Lorong,21:49:10,-120,-120,-120,-120,-87
Lorong,21:49:12,-120,-120,-120,-120,-93
Lorong,21:49:13,-120,-120,-120,-120,-92
Lorong,21:49:19,-120,-92,-120,-120,-120
Lorong,21:49:21,-120,-89,-120,-120,-120
Lorong,21:49:21,-120,-93,-120,-120,-120
Lorong,21:49:23,-120,-88,-120,-120,-120
Lorong,21:49:25,-120,-95,-120,-120,-120
Lorong,21:49:29,-120,-91,-120,-120,-120
Lorong,21:49:30,-120,-93,-120,-120,-120
Lorong,21:49:31,-120,-93,-120,-120,-120
Lorong,21:49:33,-120,-83,-120,-120,-120
Lorong,21:49:34,-120,-94,-120,-120,-120
Lorong,21:49:35,-120,-120,-120,-120,-89
Lorong,21:49:36,-120,-96,-120,-120,-92
Lorong,21:49:37,-120,-94,-120,-120,-91
Lorong,21:49:38,-120,-120,-120,-120,-95
Lorong,21:49:40,-120,-120,-92,-120,-90
Lorong,21:49:43,-120,-120,-120,-120,-89
Lorong,21:49:43,-120,-120,-120,-120,-89
Lorong,21:49:44,-120,-120,-120,-120,-88
Lorong,21:49:46,-120,-120,-120,-120,-92
Lorong,21:49:47,-120,-120,-89,-95,-92
Lorong,21:49:47,-120,-120,-89,-95,-92
Lorong,21:49:48,-120,-120,-91,-92,-84
Lorong,21:49:48,-120,-120,-88,-92,-84
Lorong,21:49:48,-97,-95,-90,-93,-92
Lorong,21:49:48,-97,-95,-90,-90,-92
Lorong,21:49:49,-97,-93,-90,-95,-90
Lorong,21:49:50,-120,-120,-84,-93,-91
Lorong,21:49:50,-120,-120,-84,-93,-90
Lorong,21:49:51,-120,-120,-120,-120,-94
Lorong,21:49:52,-92,-92,-120,-120,-91
Lorong,21:49:53,-120,-94,-120,-120,-120
Lorong,21:49:54,-120,-85,-120,-120,-120
Lorong,21:49:55,-120,-120,-120,-120,-91
Lorong,21:49:56,-120,-92,-120,-120,-93
Lorong,21:49:59,-120,-120,-120,-120,-95
Lorong,21:50:00,-120,-120,-120,-120,-94
