Ruang 1,10:36:21,Ruang 1,A,Match
Ruang 1,10:36:22,Ruang 1,A,Match
Ruang 1,10:36:22,Ruang 1,A,Match
Ruang 1,10:36:22,Ruang 1,A,Match
Ruang 1,10:36:22,Ruang 1,A,Match
Ruang 2,10:36:22,Ruang 1,A,Mismatch
Ruang 2,10:36:22,Ruang 1,A,Mismatch
Ruang 2,10:36:22,Ruang 1,A,Mismatch
Ruang 2,10:36:22,Ruang 1,A,Mismatch
Ruang 2,10:36:23,Ruang 1,A,Mismatch
Ruang 2,10:36:23,Ruang 1,A,Mismatch
Ruang 2,10:36:23,Ruang 1,A,Mismatch
Ruang 2,10:36:23,Ruang 1,A,Mismatch
Ruang 2,10:36:23,Ruang 1,A,Mismatch
Ruang 2,10:36:23,Ruang 1,A,Mismatch
Ruang 2,10:36:24,Ruang 1,A,Mismatch
Ruang 2,10:36:24,Ruang 1,A,Mismatch
Ruang 2,10:36:24,Ruang 1,A,Mismatch
Ruang 2,10:36:25,Ruang 1,A,Mismatch
Ruang 2,10:36:25,Ruang 1,A,Mismatch
Ruang 2,10:36:25,Ruang 1,A,Mismatch
Ruang 2,10:36:25,Ruang 1,A,Mismatch
Ruang 1,10:36:26,Ruang 1,A,Match
Ruang 1,10:36:26,Ruang 1,A,Match
Ruang 1,10:36:26,Ruang 1,A,Match
Ruang 1,10:36:26,Ruang 1,A,Match
Ruang 1,10:36:26,Ruang 1,A,Match
Ruang 1,10:36:26,Ruang 1,A,Match
Ruang 1,10:36:26,Ruang 1,A,Match
Ruang 1,10:36:27,Ruang 1,A,Match
Ruang 1,10:36:27,Ruang 1,A,Match
Ruang 1,10:36:27,Ruang 1,A,Match
Ruang 1,10:36:27,Ruang 1,A,Match
Ruang 1,10:36:28,Ruang 1,A,Match
Ruang 1,10:36:28,Ruang 1,A,Match
Ruang 1,10:36:28,Ruang 1,A,Match
Ruang 1,10:36:28,Ruang 1,A,Match
Ruang 1,10:36:28,Ruang 1,A,Match
Ruang 1,10:36:29,Ruang 1,A,Match
Ruang 1,10:36:40,Ruang 1,A,Match
Ruang 1,10:36:41,Ruang 1,A,Match
Ruang 1,10:36:41,Ruang 1,A,Match
Ruang 1,10:36:45,Ruang 1,A,Match
Ruang 1,10:36:45,Ruang 1,A,Match
Ruang 1,10:36:45,Ruang 1,A,Match
Ruang 1,10:36:46,Ruang 1,A,Match
Ruang 1,10:36:46,Ruang 1,A,Match
Ruang 1,10:36:46,Ruang 1,A,Match
Ruang 1,10:36:46,Ruang 1,A,Match
Ruang 1,10:36:46,Ruang 1,A,Match
Ruang 2,10:36:47,Ruang 1,A,Mismatch
Ruang 2,10:36:47,Ruang 1,A,Mismatch
Ruang 1,10:36:47,Ruang 1,A,Match
Ruang 2,10:36:47,Ruang 1,A,Mismatch
Ruang 1,10:36:48,Ruang 1,A,Match
Ruang 1,10:36:49,Ruang 1,A,Match
Ruang 1,10:36:49,Ruang 1,A,Match
Ruang 1,10:36:49,Ruang 1,A,Match
Ruang 1,10:36:50,Ruang 1,A,Match
Ruang 1,10:36:50,Ruang 1,A,Match
Ruang 1,10:36:50,Ruang 1,A,Match
Ruang 1,10:36:51,Ruang 1,A,Match
Ruang 1,10:37:33,Ruang 1,B,Match
Ruang 2,10:37:33,Ruang 1,B,Mismatch
Ruang 1,10:37:33,Ruang 1,B,Match
Ruang 1,10:37:33,Ruang 1,B,Match
Ruang 1,10:37:33,Ruang 1,B,Match
Ruang 1,10:37:33,Ruang 1,B,Match
Ruang 1,10:37:33,Ruang 1,B,Match
Ruang 1,10:37:34,Ruang 1,B,Match
Ruang 1,10:37:34,Ruang 1,B,Match
Ruang 1,10:37:34,Ruang 1,B,Match
Ruang 1,10:37:34,Ruang 1,B,Match
Ruang 2,10:37:34,Ruang 1,B,Mismatch
Ruang 1,10:37:34,Ruang 1,B,Match
Ruang 2,10:37:34,Ruang 1,B,Mismatch
Ruang 1,10:37:34,Ruang 1,B,Match
Ruang 1,10:37:35,Ruang 1,B,Match
Ruang 1,10:37:35,Ruang 1,B,Match
Ruang 1,10:37:35,Ruang 1,B,Match
Lorong,10:37:35,Ruang 1,B,Mismatch
Ruang 1,10:37:35,Ruang 1,B,Match
Lorong,10:37:35,Ruang 1,B,Mismatch
Lorong,10:37:35,Ruang 1,B,Mismatch
Lorong,10:37:35,Ruang 1,B,Mismatch
Lorong,10:37:35,Ruang 1,B,Mismatch
Lorong,10:37:35,Ruang 1,B,Mismatch
Ruang 1,10:37:35,Ruang 1,B,Match
Lorong,10:37:36,Ruang 1,B,Mismatch
Lorong,10:37:36,Ruang 1,B,Mismatch
Lorong,10:37:36,Ruang 1,B,Mismatch
Ruang 1,10:37:36,Ruang 1,B,Match
Ruang 1,10:37:36,Ruang 1,B,Match
Ruang 1,10:37:36,Ruang 1,B,Match
Ruang 1,10:37:36,Ruang 1,B,Match
Lorong,10:37:36,Ruang 1,B,Mismatch
