Ruang 1,10:18:56,-97,-92,-120
Ruang 1,10:18:57,-81,-92,-120
Ruang 1,10:18:58,-81,-93,-120
Ruang 1,10:18:59,-93,-96,-120
Ruang 1,10:19:01,-90,-93,-120
Ruang 1,10:19:02,-83,-93,-120
Ruang 1,10:19:03,-84,-96,-120
Ruang 1,10:19:04,-92,-120,-120
Ruang 1,10:19:05,-92,-120,-120
Ruang 1,10:19:06,-89,-94,-120
Ruang 1,10:19:08,-81,-96,-120
Ruang 1,10:19:09,-85,-89,-120
Ruang 1,10:19:11,-120,-92,-120
Ruang 1,10:19:13,-91,-120,-120
Ruang 1,10:19:14,-95,-120,-120
Ruang 1,10:19:15,-91,-120,-120
Ruang 1,10:19:16,-93,-120,-120
Ruang 1,10:19:17,-92,-89,-120
Ruang 1,10:19:18,-88,-120,-120
Ruang 1,10:19:19,-84,-95,-120
Ruang 1,10:19:19,-91,-95,-120
Ruang 1,10:19:20,-98,-93,-120
Ruang 1,10:19:21,-120,-92,-120
Ruang 1,10:19:21,-90,-92,-120
Ruang 1,10:19:27,-93,-120,-120
Ruang 1,10:19:27,-92,-120,-120
Ruang 1,10:19:28,-93,-120,-120
Ruang 1,10:19:30,-94,-120,-120
Ruang 1,10:19:31,-91,-88,-120
Ruang 1,10:19:32,-91,-120,-120
Ruang 1,10:19:33,-91,-120,-120
Ruang 1,10:19:34,-94,-120,-120
Ruang 1,10:19:35,-90,-120,-120
Ruang 1,10:19:37,-89,-120,-120
Ruang 1,10:19:38,-91,-120,-120
Ruang 1,10:19:39,-95,-120,-120
Ruang 1,10:19:40,-92,-91,-120
Ruang 1,10:19:41,-82,-94,-120
Ruang 1,10:19:42,-94,-100,-120
Ruang 1,10:19:44,-84,-120,-120
Ruang 1,10:19:45,-87,-91,-120
Ruang 1,10:19:46,-93,-120,-120
Ruang 1,10:19:46,-89,-95,-83
Ruang 1,10:19:48,-93,-92,-120
Ruang 1,10:19:49,-91,-95,-120
Ruang 1,10:19:49,-84,-95,-120
Ruang 1,10:19:50,-88,-88,-120
Ruang 1,10:19:51,-81,-93,-120
Ruang 1,10:19:52,-66,-92,-120
Ruang 1,10:19:53,-76,-92,-120
Ruang 1,10:19:54,-81,-93,-120
Ruang 1,10:19:56,-84,-93,-120
Ruang 1,10:19:56,-75,-93,-120
Ruang 1,10:19:57,-76,-91,-92
Ruang 1,10:19:58,-77,-94,-120
Ruang 1,10:19:59,-85,-89,-120
Ruang 1,10:20:00,-93,-94,-120
Ruang 1,10:20:00,-80,-91,-93
Ruang 1,10:20:01,-72,-92,-95
Ruang 1,10:20:01,-72,-89,-95
Ruang 1,10:20:01,-73,-92,-92
Ruang 1,10:20:02,-85,-97,-120
Ruang 1,10:20:04,-92,-120,-120
Ruang 1,10:20:04,-94,-120,-120
Ruang 1,10:20:05,-94,-120,-120
Ruang 1,10:20:06,-95,-120,-120
Ruang 1,10:20:07,-91,-92,-120
Ruang 1,10:20:09,-120,-89,-120
Ruang 1,10:20:10,-90,-95,-120
Ruang 1,10:20:11,-89,-120,-120
Ruang 1,10:20:12,-87,-94,-120
Ruang 1,10:20:14,-92,-90,-120
Ruang 1,10:20:15,-93,-90,-120
Ruang 1,10:20:16,-82,-94,-120
Ruang 1,10:20:17,-89,-93,-120
Ruang 1,10:20:18,-87,-86,-120
Ruang 1,10:20:19,-86,-91,-120
Ruang 1,10:20:20,-87,-90,-120
Ruang 1,10:20:22,-84,-92,-120
Ruang 1,10:20:23,-90,-92,-120
Ruang 1,10:20:23,-91,-90,-90
Ruang 1,10:20:24,-85,-94,-89
Ruang 1,10:20:25,-74,-92,-120
Ruang 1,10:20:26,-70,-89,-120
Ruang 1,10:20:27,-79,-84,-120
Ruang 1,10:20:27,-74,-92,-92
Ruang 1,10:20:28,-79,-92,-120
Ruang 1,10:20:29,-78,-93,-91
Ruang 1,10:20:30,-78,-90,-91
Ruang 1,10:20:31,-86,-88,-120
Lorong,10:22:42,-93,-120,-120
Lorong,10:22:43,-86,-120,-120
Lorong,10:22:44,-93,-120,-88
Lorong,10:22:45,-95,-120,-92
Lorong,10:22:47,-91,-120,-92
Lorong,10:22:48,-86,-120,-82
Lorong,10:22:49,-87,-120,-85
Lorong,10:22:50,-93,-120,-88
Lorong,10:22:51,-89,-120,-88
Lorong,10:22:52,-93,-120,-91
Lorong,10:22:53,-83,-120,-88
Lorong,10:22:54,-82,-92,-86
Lorong,10:22:55,-94,-120,-89
Lorong,10:22:56,-93,-120,-84
Lorong,10:22:58,-90,-120,-82
Lorong,10:22:58,-90,-120,-86
Lorong,10:22:59,-90,-120,-78
Lorong,10:23:00,-96,-120,-80
Lorong,10:23:00,-94,-120,-80
Lorong,10:23:01,-120,-120,-90
Lorong,10:23:01,-93,-92,-87
Lorong,10:23:03,-92,-120,-71
Lorong,10:23:04,-92,-120,-79
Lorong,10:23:05,-93,-120,-81
Lorong,10:23:05,-93,-120,-82
Lorong,10:23:06,-91,-120,-89
Lorong,10:23:07,-91,-120,-91
Lorong,10:23:08,-91,-91,-85
Lorong,10:23:09,-92,-120,-91
Lorong,10:23:10,-93,-120,-84
Lorong,10:23:12,-120,-120,-85
Lorong,10:23:13,-120,-120,-93
Lorong,10:23:14,-120,-120,-82
Lorong,10:23:15,-95,-120,-78
Lorong,10:23:15,-95,-120,-81
Lorong,10:23:15,-91,-91,-81
Lorong,10:23:16,-88,-120,-84
Lorong,10:23:18,-95,-120,-81
Lorong,10:23:19,-88,-120,-84
Lorong,10:23:20,-94,-92,-85
Lorong,10:23:20,-91,-96,-82
Lorong,10:23:21,-120,-120,-88
Lorong,10:23:24,-120,-120,-90
Lorong,10:23:26,-120,-120,-87
Lorong,10:23:27,-120,-120,-90
Lorong,10:23:27,-120,-120,-90
Lorong,10:23:28,-92,-120,-86
Lorong,10:23:30,-91,-95,-90
Lorong,10:23:31,-91,-120,-87
Lorong,10:23:31,-88,-92,-80
Lorong,10:23:32,-87,-92,-89
Lorong,10:23:33,-88,-94,-92
Lorong,10:23:33,-92,-95,-89
Lorong,10:23:33,-98,-95,-93
Lorong,10:23:34,-90,-95,-92
Lorong,10:23:34,-94,-91,-88
Lorong,10:23:36,-91,-120,-89
Lorong,10:23:37,-92,-120,-89
Lorong,10:23:38,-120,-120,-90
Lorong,10:23:38,-120,-120,-90
Lorong,10:23:39,-120,-120,-85
Lorong,10:23:41,-120,-120,-87
Lorong,10:23:42,-120,-120,-91
Lorong,10:23:43,-95,-120,-90
Lorong,10:23:44,-93,-120,-85
Lorong,10:23:45,-91,-120,-89
Lorong,10:23:47,-86,-120,-88
Lorong,10:23:47,-86,-120,-85
Lorong,10:23:48,-91,-95,-90
Lorong,10:23:48,-96,-95,-89
Lorong,10:23:49,-93,-120,-88
Lorong,10:23:50,-93,-120,-96
Lorong,10:23:51,-97,-120,-88
Lorong,10:23:52,-93,-120,-90
Lorong,10:23:53,-120,-120,-84
Lorong,10:23:55,-95,-120,-89
Lorong,10:23:56,-94,-120,-77
Lorong,10:23:57,-91,-120,-70
Lorong,10:23:58,-89,-120,-76
Lorong,10:23:59,-89,-120,-80
Lorong,10:23:59,-89,-120,-84
Lorong,10:24:00,-86,-120,-84
Lorong,10:24:00,-86,-120,-85
Lorong,10:24:02,-88,-120,-90
Lorong,10:24:03,-89,-120,-88
Lorong,10:24:04,-92,-120,-85
Lorong,10:24:05,-94,-120,-93
Lorong,10:24:06,-86,-120,-86
Lorong,10:24:08,-91,-120,-83
Lorong,10:24:09,-95,-120,-74
Lorong,10:24:09,-95,-120,-72
Lorong,10:24:10,-120,-120,-81
Lorong,10:24:11,-98,-120,-82
Lorong,10:24:11,-120,-120,-82
Lorong,10:24:12,-90,-120,-88
Lorong,10:24:14,-92,-120,-120
Lorong,10:24:15,-92,-120,-92
Lorong,10:24:16,-85,-120,-92
Lorong,10:24:17,-88,-120,-90
Lorong,10:24:18,-88,-120,-88
Lorong,10:24:19,-91,-120,-92
Lorong,10:24:21,-92,-120,-92
Lorong,10:24:22,-91,-120,-83
Lorong,10:24:23,-94,-120,-89
Lorong,10:24:24,-89,-120,-84
Lorong,10:24:25,-94,-120,-95
Lorong,10:24:27,-95,-120,-91
Lorong,10:24:28,-87,-120,-90
Lorong,10:24:29,-85,-120,-120
Lorong,10:24:30,-93,-120,-89
Lorong,10:24:31,-88,-120,-120
Lorong,10:24:32,-93,-120,-89
Lorong,10:24:33,-90,-120,-83
Lorong,10:24:34,-93,-120,-79
Lorong,10:24:35,-94,-120,-92
Lorong,10:24:35,-94,-120,-87
Lorong,10:24:37,-93,-120,-82
Lorong,10:24:38,-92,-120,-81
Lorong,10:24:39,-94,-120,-74
Lorong,10:24:40,-91,-120,-86
Lorong,10:24:41,-102,-95,-78
Lorong,10:24:42,-94,-120,-91
Lorong,10:24:44,-92,-120,-83
Lorong,10:24:44,-91,-92,-89
Lorong,10:24:45,-91,-93,-93
Lorong,10:24:46,-120,-120,-87
Lorong,10:24:47,-120,-120,-86
Lorong,10:24:48,-120,-120,-91
Lorong,10:24:50,-120,-120,-91
Lorong,10:24:50,-120,-120,-85
Lorong,10:24:51,-94,-120,-85
Lorong,10:24:52,-91,-120,-88
Lorong,10:24:53,-91,-120,-95
Lorong,10:24:54,-87,-120,-88
Lorong,10:24:55,-90,-120,-89
Lorong,10:24:56,-96,-120,-88
Lorong,10:24:58,-90,-120,-88
Lorong,10:24:59,-120,-120,-90
Lorong,10:25:00,-120,-120,-88
Lorong,10:25:01,-100,-120,-82
Lorong,10:25:02,-120,-120,-86
Lorong,10:25:03,-99,-120,-85
Lorong,10:25:04,-93,-120,-83
Lorong,10:25:06,-120,-120,-91
Lorong,10:25:07,-120,-120,-88
Lorong,10:25:08,-90,-120,-120
Lorong,10:25:09,-94,-120,-91
Lorong,10:25:10,-120,-120,-98
Lorong,10:25:11,-120,-120,-92
Lorong,10:25:12,-120,-120,-87
Lorong,10:25:14,-120,-120,-92
Lorong,10:25:15,-120,-120,-92
Lorong,10:25:16,-120,-120,-84
Lorong,10:25:17,-120,-120,-86
Lorong,10:25:18,-94,-120,-90
Lorong,10:25:20,-93,-120,-87
Lorong,10:25:21,-90,-120,-86
Lorong,10:25:22,-96,-120,-96
Lorong,10:25:23,-95,-120,-88
Lorong,10:25:24,-120,-120,-90
Lorong,10:25:25,-120,-120,-87
Lorong,10:25:26,-91,-120,-78
Lorong,10:25:28,-92,-120,-91
Lorong,10:25:29,-94,-120,-79
Lorong,10:25:30,-120,-120,-87
Lorong,10:25:31,-95,-120,-88
Lorong,10:25:32,-89,-120,-92
Lorong,10:25:32,-89,-120,-90
Lorong,10:25:33,-89,-120,-120
Lorong,10:25:34,-85,-120,-89
Lorong,10:25:35,-81,-120,-89
Lorong,10:25:36,-89,-120,-83
Lorong,10:25:37,-90,-120,-87
Lorong,10:25:39,-90,-120,-83
Lorong,10:25:40,-95,-120,-77
Lorong,10:25:41,-90,-120,-91
Lorong,10:25:42,-94,-120,-91
Lorong,10:25:43,-120,-120,-90
Lorong,10:25:45,-93,-120,-90
Lorong,10:25:46,-90,-120,-89
Ruang 2,10:26:56,-120,-90,-120
Ruang 2,10:26:56,-94,-90,-120
Ruang 2,10:26:57,-93,-91,-120
Ruang 2,10:26:58,-94,-88,-120
Ruang 2,10:27:00,-95,-120,-120
Ruang 2,10:27:04,-93,-120,-120
Ruang 2,10:27:05,-95,-120,-120
Ruang 2,10:27:06,-96,-92,-120
Ruang 2,10:27:08,-93,-120,-120
Ruang 2,10:27:08,-93,-120,-120
Ruang 2,10:27:10,-92,-120,-120
Ruang 2,10:27:11,-120,-97,-120
Ruang 2,10:27:12,-93,-95,-120
Ruang 2,10:27:13,-89,-120,-120
Ruang 2,10:27:14,-92,-92,-120
Ruang 2,10:27:16,-90,-87,-120
Ruang 2,10:27:17,-94,-93,-120
Ruang 2,10:27:18,-89,-94,-120
Ruang 2,10:27:19,-92,-91,-120
Ruang 2,10:27:20,-92,-92,-120
Ruang 2,10:27:21,-94,-102,-120
Ruang 2,10:27:23,-94,-94,-120
Ruang 2,10:27:24,-92,-120,-120
Ruang 2,10:27:25,-88,-90,-120
Ruang 2,10:27:26,-89,-120,-120
Ruang 2,10:27:27,-88,-120,-120
Ruang 2,10:27:29,-90,-120,-120
Ruang 2,10:27:30,-94,-92,-120
Ruang 2,10:27:31,-93,-120,-120
Ruang 2,10:27:32,-91,-120,-120
Ruang 2,10:27:34,-90,-95,-120
Ruang 2,10:27:35,-92,-92,-120
Ruang 2,10:27:36,-120,-94,-120
Ruang 2,10:27:37,-93,-91,-120
Ruang 2,10:27:38,-92,-93,-120
Ruang 2,10:27:39,-91,-96,-120
Ruang 2,10:27:41,-94,-120,-120
Ruang 2,10:27:42,-92,-120,-120
Ruang 2,10:27:43,-91,-91,-120
Ruang 2,10:27:46,-120,-90,-120
Ruang 2,10:27:47,-96,-120,-120
Ruang 2,10:27:48,-96,-94,-120
Ruang 2,10:27:49,-120,-91,-120
Ruang 2,10:27:54,-120,-97,-120
Ruang 2,10:27:56,-88,-120,-120
Ruang 2,10:27:57,-95,-120,-120
Ruang 2,10:27:58,-92,-120,-120
Ruang 2,10:27:59,-93,-120,-120
Ruang 2,10:28:00,-93,-95,-120
Ruang 2,10:28:02,-91,-120,-120
Ruang 2,10:28:02,-91,-95,-120
Ruang 2,10:28:03,-91,-90,-120
Ruang 2,10:28:04,-93,-91,-120
Ruang 2,10:28:06,-90,-120,-120
Ruang 2,10:28:07,-95,-89,-120
Ruang 2,10:28:08,-94,-90,-97
Ruang 2,10:28:09,-89,-90,-120
Ruang 2,10:28:10,-91,-95,-91
Ruang 2,10:28:11,-86,-92,-120
Ruang 2,10:28:12,-93,-93,-120
Ruang 2,10:28:13,-95,-87,-120
Ruang 2,10:28:13,-95,-93,-120
Ruang 2,10:28:14,-92,-92,-120
Ruang 2,10:28:16,-92,-91,-120
Ruang 2,10:28:17,-89,-92,-120
Ruang 2,10:28:18,-95,-93,-98
Ruang 2,10:28:19,-91,-90,-120
Ruang 2,10:28:20,-91,-94,-120
Ruang 2,10:28:21,-89,-95,-120
Ruang 2,10:28:22,-92,-120,-120
Ruang 2,10:28:24,-94,-120,-120
Ruang 2,10:28:25,-89,-120,-120
Ruang 2,10:28:26,-94,-120,-120
Ruang 2,10:28:27,-90,-93,-120
Ruang 2,10:28:28,-90,-94,-120
Ruang 2,10:28:30,-89,-93,-120
Ruang 2,10:28:31,-93,-89,-120
Ruang 2,10:28:32,-89,-93,-120
Ruang 2,10:28:33,-93,-93,-120
Ruang 2,10:28:34,-91,-92,-120
Ruang 2,10:28:35,-90,-96,-120
Ruang 2,10:28:37,-120,-91,-120
Ruang 2,10:28:38,-94,-120,-120
Ruang 2,10:28:46,-120,-93,-120
Ruang 2,10:28:47,-94,-120,-120
Ruang 2,10:28:48,-93,-92,-120
Ruang 2,10:28:49,-89,-120,-120
Ruang 2,10:28:50,-95,-120,-120
Ruang 2,10:28:51,-92,-95,-120
Ruang 2,10:28:52,-92,-90,-120
Ruang 2,10:28:53,-120,-92,-120
Ruang 2,10:28:53,-120,-91,-120
Ruang 2,10:28:54,-93,-94,-120
Ruang 2,10:28:55,-95,-120,-120
Ruang 2,10:28:56,-90,-120,-120
Ruang 2,10:28:58,-88,-120,-120
Ruang 2,10:28:59,-90,-94,-120
Ruang 2,10:29:00,-95,-96,-120
Ruang 2,10:29:01,-92,-100,-120
Ruang 2,10:29:02,-91,-95,-120
Ruang 2,10:29:03,-90,-91,-120
Ruang 2,10:29:05,-89,-96,-120
Ruang 2,10:29:05,-89,-91,-120
Ruang 2,10:29:06,-92,-91,-120
Ruang 2,10:29:07,-94,-93,-120
Ruang 2,10:29:08,-120,-94,-120
Ruang 2,10:29:09,-93,-94,-120
Ruang 2,10:29:11,-120,-92,-120
Ruang 2,10:29:12,-92,-91,-120
Ruang 2,10:29:12,-82,-90,-87
Ruang 2,10:29:13,-86,-92,-120
Ruang 2,10:29:15,-89,-93,-120
Ruang 2,10:29:15,-89,-93,-120
Ruang 2,10:29:16,-94,-120,-120
Ruang 2,10:29:17,-90,-88,-120
Ruang 2,10:29:18,-96,-87,-120
Ruang 2,10:29:19,-88,-120,-120
Ruang 2,10:29:21,-90,-91,-120
Ruang 2,10:29:22,-91,-89,-120
Ruang 2,10:29:23,-92,-95,-120
Ruang 2,10:29:24,-120,-91,-120
Ruang 2,10:29:24,-120,-95,-120
Ruang 2,10:29:24,-95,-95,-120
Ruang 2,10:29:25,-91,-120,-120
Ruang 2,10:29:27,-91,-94,-120
Ruang 2,10:29:28,-92,-120,-120
Ruang 2,10:29:29,-91,-94,-120
Ruang 2,10:29:30,-91,-120,-120
Ruang 2,10:29:31,-85,-94,-120
Ruang 2,10:29:32,-97,-88,-120
Ruang 2,10:29:33,-88,-94,-120
Ruang 2,10:29:34,-86,-91,-120
Ruang 2,10:29:36,-91,-94,-120
Ruang 2,10:29:37,-91,-96,-120
Ruang 2,10:29:38,-91,-91,-120
Ruang 2,10:29:39,-93,-96,-120
Ruang 2,10:29:39,-120,-96,-120
Ruang 2,10:29:42,-91,-120,-120
Ruang 2,10:29:43,-120,-94,-120
Ruang 2,10:29:44,-93,-94,-120
Ruang 2,10:29:45,-91,-120,-120
Ruang 2,10:29:49,-91,-120,-120
Ruang 2,10:29:49,-91,-120,-120
Ruang 2,10:29:50,-92,-120,-120
Ruang 2,10:29:51,-92,-93,-120
Ruang 2,10:29:52,-91,-91,-120
Ruang 2,10:29:54,-90,-91,-120
Ruang 2,10:29:55,-98,-90,-120
Ruang 2,10:29:56,-87,-94,-120
Ruang 2,10:29:57,-92,-94,-120
Ruang 2,10:29:58,-94,-95,-120
Ruang 2,10:29:59,-96,-95,-94
Ruang 2,10:29:59,-88,-95,-94
Ruang 2,10:30:00,-92,-93,-120
Ruang 2,10:30:01,-91,-91,-120
